"sessionId","completedAt","metadata","participantId","participantUsername","procedureId","procedureName","steps","totalTimeSec","trainNumber"
"sess_1764101343585_8et61y","2025-11-25T20:09:03.603Z","{""createdAt"":{""S"":""2025-11-25T20:09:03.603Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-11-25T20:09:01.969Z""}}","P5","SARAH","1","","[{""M"":{""stepId"":{""N"":""1""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""357""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""5""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""274""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""6""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""2""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""11""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""3""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""12""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""0""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""13""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""2""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""14""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""0""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""15""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}}]","642",""
"sess_1764699035599_40pirx","2025-12-02T18:10:35.599Z","{""createdAt"":{""S"":""2025-12-02T18:10:35.599Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-02T18:10:33.819Z""}}","P6","test_user","1","Centrifuge - Train 1","[{""M"":{""stepId"":{""N"":""1""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""61""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""5""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""3""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""6""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""11""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""89""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""12""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""20""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""13""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""14""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""15""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}}]","180","1"
"sess_1764878583325_v5ze2c","2025-12-04T20:03:03.325Z","{""createdAt"":{""S"":""2025-12-04T20:03:03.325Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T20:03:02.791Z""}}","P16","user_35","3","Pressure Testing - Train 1","[{""M"":{""stepId"":{""N"":""41""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""20""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""42""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""43""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""14""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""44""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""42""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""45""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""19""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""50""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""281""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""51""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""31""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""52""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""247""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""53""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""18""},""stepNumber"":{""N"":""9""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""54""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""13""},""stepNumber"":{""N"":""10""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""55""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""20""},""stepNumber"":{""N"":""11""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""56""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""17""},""stepNumber"":{""N"":""12""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""57""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""10""},""stepNumber"":{""N"":""13""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""58""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""3""},""stepNumber"":{""N"":""14""},""exceededThreshold"":{""BOOL"":false}}}]","743","1"
"sess_1764866295975_rj31nl","2025-12-04T16:38:15.975Z","{""createdAt"":{""S"":""2025-12-04T16:38:15.975Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T16:38:15.617Z""}}","P12","user_33","2","Column Flushing - Train 1","[{""M"":{""stepId"":{""N"":""20""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""70""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""21""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""22""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""10""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""23""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""4""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""24""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""26""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""25""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""9""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""26""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""76""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""27""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""5""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""31""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""64""},""stepNumber"":{""N"":""9""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""32""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""39""},""stepNumber"":{""N"":""10""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""33""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""16""},""stepNumber"":{""N"":""11""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""34""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""12""},""stepNumber"":{""N"":""12""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""35""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""29""},""stepNumber"":{""N"":""13""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""36""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""2""},""stepNumber"":{""N"":""14""},""exceededThreshold"":{""BOOL"":false}}}]","370","1"
"sess_1764863647001_ql81sx","2025-12-04T15:54:07.001Z","{""createdAt"":{""S"":""2025-12-04T15:54:07.001Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T15:54:07.180Z""}}","P11","user_32","2","Column Flushing - Train 1","[{""M"":{""stepId"":{""N"":""20""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""18""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""21""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""26""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""22""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""23""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""3""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""24""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""8""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""25""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""7""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""26""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""66""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""27""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""13""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""31""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""40""},""stepNumber"":{""N"":""9""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""32""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""47""},""stepNumber"":{""N"":""10""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""33""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""11""},""stepNumber"":{""N"":""11""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""34""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""6""},""stepNumber"":{""N"":""12""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""35""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""54""},""stepNumber"":{""N"":""13""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""36""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""2""},""stepNumber"":{""N"":""14""},""exceededThreshold"":{""BOOL"":false}}}]","307","1"
"sess_1764628722801_7pegq9","2025-12-01T22:38:42.801Z","{""createdAt"":{""S"":""2025-12-01T22:38:42.801Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-01T22:38:41.476Z""}}","P6","test_user","1","","[{""M"":{""stepId"":{""N"":""1""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""2""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""5""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""2""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""6""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""11""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""12""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""13""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""14""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""3""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""15""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}}]","15",""
"sess_1764866684526_aagzlo","2025-12-04T16:44:44.526Z","{""createdAt"":{""S"":""2025-12-04T16:44:44.526Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T16:44:45.787Z""}}","P13","user_34","2","Column Flushing - Train 1","[{""M"":{""stepId"":{""N"":""20""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""15""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""21""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""2""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""22""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""6""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""23""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""24""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""30""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""25""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""26""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""78""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""27""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""10""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""31""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""35""},""stepNumber"":{""N"":""9""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""32""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""19""},""stepNumber"":{""N"":""10""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""33""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""18""},""stepNumber"":{""N"":""11""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""34""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""15""},""stepNumber"":{""N"":""12""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""35""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""29""},""stepNumber"":{""N"":""13""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""36""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""5""},""stepNumber"":{""N"":""14""},""exceededThreshold"":{""BOOL"":false}}}]","271","1"
"sess_1764872309516_ivesvw","2025-12-04T18:18:29.516Z","{""createdAt"":{""S"":""2025-12-04T18:18:29.516Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T18:18:26.717Z""}}","P14","user13","2","Column Flushing - Train 2","[{""M"":{""stepId"":{""N"":""20""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""48""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""21""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""60""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""22""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""11""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""23""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""6""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""24""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""26""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""25""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""60""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""26""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""7""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""27""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""30""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""31""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""25""},""stepNumber"":{""N"":""9""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""32""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""29""},""stepNumber"":{""N"":""10""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""33""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""22""},""stepNumber"":{""N"":""11""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""34""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""20""},""stepNumber"":{""N"":""12""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""35""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""18""},""stepNumber"":{""N"":""13""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""36""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""20""},""stepNumber"":{""N"":""14""},""exceededThreshold"":{""BOOL"":false}}}]","389","2"
"sess_1764628993464_q1gxv4","2025-12-01T22:43:13.464Z","{""createdAt"":{""S"":""2025-12-01T22:43:13.464Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-01T22:43:13.270Z""}}","P6","test_user","1","","[{""M"":{""stepId"":{""N"":""1""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""5""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""6""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""11""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""12""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""2""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""13""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""14""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""15""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""0""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}}]","11",""
"sess_1764862036407_ac5ipm","2025-12-04T15:27:16.407Z","{""createdAt"":{""S"":""2025-12-04T15:27:16.407Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T15:27:14.719Z""}}","P11","user_32","1","Centrifuge - Train 1","[{""M"":{""stepId"":{""N"":""1""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""179""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""2""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""12""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""6""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""833""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""11""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""29""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""12""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""334""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""13""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""60""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""14""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""5""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""15""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""7""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":true}}}]","1463","1"
